"name"	"ID"	"cand16_harsh_vs_cand16_pbs_p.val"	"cand16_harsh_vs_parental_harsh_p.val"	"cand16_harsh_vs_parental_pbs_p.val"	"cand16_pbs_vs_parental_harsh_p.val"	"cand16_pbs_vs_parental_pbs_p.val"	"parental_harsh_vs_parental_pbs_p.val"	"cand16_harsh_vs_cand16_pbs_p.adj"	"cand16_harsh_vs_parental_harsh_p.adj"	"cand16_harsh_vs_parental_pbs_p.adj"	"cand16_pbs_vs_parental_harsh_p.adj"	"cand16_pbs_vs_parental_pbs_p.adj"	"parental_harsh_vs_parental_pbs_p.adj"	"cand16_harsh_vs_cand16_pbs_significant"	"cand16_harsh_vs_parental_harsh_significant"	"cand16_harsh_vs_parental_pbs_significant"	"cand16_pbs_vs_parental_harsh_significant"	"cand16_pbs_vs_parental_pbs_significant"	"parental_harsh_vs_parental_pbs_significant"	"significant"	"cand16_harsh_vs_cand16_pbs_ratio"	"cand16_harsh_vs_parental_harsh_ratio"	"cand16_harsh_vs_parental_pbs_ratio"	"cand16_pbs_vs_parental_harsh_ratio"	"cand16_pbs_vs_parental_pbs_ratio"	"parental_harsh_vs_parental_pbs_ratio"	"cand16_harsh_centered"	"cand16_pbs_centered"	"parental_harsh_centered"	"parental_pbs_centered"
"222"	"RPL22"	"P35268"	0.0159982467081855	0.829350451001273	0.0380410952348311	0.010341576044125	0.662718689496257	0.0249219434095745	0.728	0.86	0.673	1	0.484	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-2.95	0.237	-2.47	3.18	0.481	-2.7	-1.29	1.65	-1.53	1.17
"223"	"RPL23"	"P62829"	0.306974506072267	0.0193282522534809	0.199176684518028	0.00232486030337783	0.778379248203141	0.00131202586845502	0.904	0.0916	0.799	1	0.558	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.537	-1.34	0.682	-1.87	0.145	2.02	-0.029	-0.566	1.31	-0.711
"224"	"RPL23A"	"P62750"	0.0272648245849686	0.718197296902138	0.00149031024534467	0.0548916964602929	0.166352942989128	0.00311157118947618	0.774	0.843	0.343	1	0.0621	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-3.3	-0.494	-5.26	2.81	-1.96	-4.77	-2.26	1.04	-1.77	3
"225"	"RPL24"	"P83731"	0.312522236915979	0.287476485327625	0.705974850883134	0.954604021172865	0.173687031244503	0.158008744908784	0.905	0.686	0.868	1	0.0664	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-0.986	-1.04	0.362	-0.0545	1.35	1.4	-0.416	0.57	0.624	-0.778
"226"	"RPL27"	"P61353"	0.0725404693927369	0.80175021358387	0.172060238556259	0.114110382023544	0.624036967454868	0.25656159094332	0.839	0.856	0.79	1	0.455	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1.96	0.258	1.45	-1.7	-0.505	1.19	0.916	-1.04	0.658	-0.534
"227"	"RPL27A"	"P46776"	0.970534947870069	0.913420787660946	0.737920886316913	0.942758717313736	0.71041505669355	0.658150061913185	0.94	0.871	0.871	1	0.517	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-0.0516	-0.152	0.468	-0.1	0.52	0.62	0.0662	0.118	0.218	-0.402
"228"	"RPL28"	"P46779-4"	0.343446838144408	0.953002985707052	0.724330370214601	0.372897979608727	0.201285089971131	0.680959173130437	0.908	0.875	0.87	1	0.0858	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-1.45	-0.0886	0.531	1.36	1.98	0.62	-0.251	1.2	-0.163	-0.782
"229"	"RPL3"	"P39023"	0.997566746228504	0.109805343524294	0.493154321983868	0.109215988551061	0.495032387871847	0.0300425609006753	0.941	0.442	0.85	1	0.344	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.00176	-0.965	0.398	-0.967	0.396	1.36	-0.141	-0.143	0.824	-0.54
"230"	"RPL35"	"P42766"	0.0427130535817957	0.543452128497962	0.00533126345418274	0.131059328639829	0.308261166886704	0.018452831022654	0.806	0.804	0.461	1	0.173	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-3.07	-0.859	-4.53	2.21	-1.46	-3.67	-2.11	0.955	-1.25	2.41
"231"	"RPL38"	"P63173"	0.862606465915035	0.208968587298801	0.699819611220276	0.273217131123277	0.577778439005283	0.109018806630985	0.937	0.612	0.868	1	0.418	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-0.336	-2.51	0.75	-2.17	1.09	3.26	-0.524	-0.188	1.98	-1.27
"232"	"RPL39P5"	"PU00105"	0.989397742779437	0.134379468039101	0.816257044061581	0.131343575095123	0.826564485141885	0.0891650332415979	0.941	0.497	0.876	1	0.584	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.024	-2.82	0.42	-2.84	0.396	3.24	-0.593	-0.617	2.22	-1.01
"233"	"RPL9"	"P32969"	0.00964646954483175	0.912412487963969	0.0402988252428334	0.0120606143003901	0.477152540693029	0.0497681926639771	0.677	0.871	0.679	1	0.327	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-3.6	-0.135	-2.72	3.46	0.88	-2.58	-1.61	1.99	-1.48	1.11
"234"	"RPLP0"	"P05388"	0.189018295071237	0.992129162383127	0.461281811068244	0.18601009431622	0.54368423931903	0.455477295061458	0.886	0.88	0.847	1	0.388	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-1.72	0.0125	-0.946	1.74	0.777	-0.959	-0.664	1.06	-0.677	0.282
"235"	"RPLP2"	"P05387"	0.726208937984161	0.114250630448909	0.866121842840772	0.0603470440923702	0.855453506467815	0.084514725693312	0.932	0.452	0.879	1	0.599	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-0.326	1.53	-0.156	1.86	0.169	-1.69	0.263	0.588	-1.27	0.419
"236"	"RPS11"	"P62280"	0.641583833350741	0.685923212618073	0.457903204969592	0.389084690463584	0.777937065795616	0.258921616111361	0.928	0.837	0.846	1	0.558	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.833	-0.723	1.34	-1.56	0.503	2.06	0.361	-0.471	1.08	-0.974
"237"	"RPS13"	"P62277"	0.277686353150767	0.29223071538724	0.878845277462853	0.0428853564051657	0.346578740716937	0.231813843206146	0.901	0.69	0.879	1	0.202	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-0.449	0.436	-0.0618	0.885	0.388	-0.497	-0.0189	0.431	-0.455	0.0429
"238"	"RPS15A"	"P62244"	0.767820462060925	0.981075427710076	0.367456430487086	0.785922920720651	0.237961602067761	0.355523212321056	0.933	0.878	0.835	1	0.116	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-0.124	-0.00994	0.383	0.114	0.507	0.393	0.0624	0.186	0.0723	-0.321
"239"	"RPS16"	"P62249"	0.00103519017755719	0.955220857194828	0.00146280959547589	0.00115914406150732	0.864051415301464	0.00163911921112603	0.38	0.876	0.341	1	0.603	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-5.37	-0.0748	-5.14	5.3	0.228	-5.07	-2.65	2.72	-2.57	2.5
"240"	"RPS18"	"P62269"	0.000264630261635805	0.144473791304244	0.00199633171080926	1.63211771884904e-05	0.319147891565974	0.000101471833527671	0.196	0.516	0.368	1	0.181	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-1.8	0.578	-1.41	2.38	0.387	-1.99	-0.658	1.14	-1.24	0.754
"241"	"RPS20"	"P60866"	0.000942623505476523	0.317295110132342	0.00260282290530092	0.00012900771573118	0.617690706426172	0.00033832229279171	0.366	0.707	0.389	1	0.45	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-1.5	0.375	-1.32	1.88	0.185	-1.69	-0.611	0.89	-0.986	0.706
"242"	"RPS23"	"P62266"	0.448421044137148	0.187439815405068	0.766079193601639	0.554674562563955	0.296860420507156	0.113142646432879	0.917	0.585	0.873	1	0.163	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-1.14	-2.03	0.444	-0.885	1.58	2.47	-0.681	0.46	1.35	-1.12
"243"	"RPS24"	"P62847-2"	0.0913091095175324	0.98486524756191	0.400213598654311	0.0944797723149481	0.361275885858302	0.410528395705935	0.852	0.879	0.839	1	0.213	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-2.29	-0.0244	-1.1	2.26	1.19	-1.07	-0.852	1.44	-0.828	0.244
"244"	"RPS26"	"P62854"	0.959603349873204	0.320799437854053	0.197561880166392	0.298001247938702	0.18197093076362	0.751464902564673	0.94	0.709	0.798	1	0.0714	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-0.0728	1.45	1.91	1.53	1.98	0.456	0.822	0.895	-0.63	-1.09
"245"	"RPS27"	"P42677"	0.142366448610202	0.676999599878407	0.0530900291888838	0.0675408445633633	0.586973683568062	0.0235607314305813	0.873	0.835	0.703	1	0.425	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.619	-0.169	0.84	-0.788	0.221	1.01	0.322	-0.296	0.492	-0.518
"246"	"RPS3"	"P23396"	0.000608851679510739	0.885287198713914	0.00550215457058615	0.000457549913501796	0.287146848257554	0.00409601109014266	0.303	0.868	0.465	1	0.156	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-1.55	0.0522	-1.16	1.6	0.393	-1.21	-0.665	0.887	-0.717	0.495
"247"	"RPS4X"	"P62701"	0.629100431689217	0.918040490637356	0.822441613375471	0.558989587137224	0.481847110839044	0.903172478895919	0.928	0.871	0.876	1	0.331	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.567	-0.12	-0.263	-0.687	-0.83	-0.142	0.046	-0.521	0.166	0.309
"248"	"RPS7"	"P62081"	0.000408433869487709	0.709992123055974	0.00785736666933803	0.00019793811260507	0.158269873716726	0.00366782717381678	0.249	0.841	0.507	1	0.0582	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-2.43	0.201	-1.64	2.63	0.79	-1.84	-0.967	1.46	-1.17	0.672
"249"	"RPSA"	"P08865"	0.034902754148689	0.484648909282957	0.395591749935731	0.00850728724999931	0.167411040546693	0.132939377911153	0.792	0.786	0.839	1	0.0626	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-1.82	0.56	-0.683	2.38	1.13	-1.24	-0.485	1.33	-1.04	0.198
"250"	"RTCB"	"Q9Y3I0"	0.90918204949792	0.2925220946816	0.882228229551033	0.344927668069674	0.793339101871334	0.233615281249004	0.938	0.69	0.88	1	0.567	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-0.157	-1.48	0.204	-1.32	0.361	1.68	-0.358	-0.201	1.12	-0.562
"251"	"SAP30BP"	"Q9UHR5-2"	0.289443185445001	0.800917419772166	0.186131113234854	0.412978969659549	0.776972511050539	0.276289522875945	0.902	0.856	0.795	1	0.557	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1.21	0.282	1.52	-0.924	0.316	1.24	0.752	-0.453	0.471	-0.77
"252"	"SEC23A"	"Q15436-2"	0.396735387664337	0.270239780300602	0.27877386750944	0.0624470553422231	0.804505549420922	0.0389530018440091	0.913	0.672	0.819	1	0.573	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.876	-1.15	1.13	-2.03	0.253	2.28	0.214	-0.662	1.36	-0.915
"253"	"SEH1L"	"Q96EE3"	0.926765018150931	0.225625148066533	0.220985099372054	0.194912086714839	0.254857654576045	0.0229886109264637	0.939	0.63	0.805	1	0.13	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.125	-1.69	1.71	-1.81	1.58	3.39	0.0356	-0.089	1.72	-1.67
"254"	"SFPQ"	"P23246"	8.74079196189275e-05	0.0199003316011717	0.000146669221781367	0.0146376698604276	0.783464299571055	0.0253756913293881	0.0954	0.0942	0.138	1	0.561	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-4.64	-2.25	-4.4	2.39	0.241	-2.14	-2.82	1.82	-0.57	1.58
"255"	"SFXN3"	"Q9BWM7"	0.021296659338356	0.206595790763754	0.00514840318727632	0.00151594421656475	0.48743566375803	0.000374560245494568	0.753	0.609	0.458	1	0.337	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2.46	-1.26	3.14	-3.72	0.678	4.4	1.08	-1.38	2.34	-2.05
"256"	"SHKBP1"	"Q8TBC3"	0.25240757049068	0.0281960682913895	0.0442952258913057	0.00262327328248455	0.32824490972357	0.000356962439474675	0.897	0.135	0.687	1	0.188	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1.21	-2.48	2.24	-3.69	1.03	4.72	0.243	-0.968	2.72	-2
"257"	"SHROOM3"	"Q8TF72"	0.128675671030417	0.409114319258976	0.831306951736055	0.458364337784916	0.184124058111315	0.536446520403657	0.869	0.756	0.877	1	0.0727	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	5.95	3.14	0.801	-2.81	-5.15	-2.34	2.47	-3.48	-0.666	1.67
"258"	"SIAH1"	"Q8IUQ4"	0.241797521687387	0.372608684123338	0.0212454852872161	0.0498968153062101	0.193226403657695	0.00338393839222481	0.895	0.739	0.617	1	0.0792	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.727	-0.548	1.54	-1.27	0.813	2.09	0.43	-0.297	0.977	-1.11
"259"	"SIAH2"	"O43255"	0.169333626475087	0.207784944285103	0.078765842274598	0.0148924215637473	0.662605268689045	0.00611592178254768	0.881	0.61	0.734	1	0.484	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1.85	-1.69	2.42	-3.54	0.57	4.11	0.647	-1.21	2.34	-1.78
"260"	"SKP1"	"P63208"	0.0907508194943711	0.327512769749888	0.509459990541121	0.436885078395101	0.274198440502833	0.740850390214942	0.851	0.714	0.852	1	0.145	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1.37	0.768	0.513	-0.606	-0.862	-0.256	0.664	-0.711	-0.104	0.151
"261"	"SLC25A1"	"P53007"	0.956563279569595	0.276513151953477	0.24780528590152	0.299770360537792	0.227728309976931	0.0345059583844353	0.94	0.677	0.812	1	0.107	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-0.0955	-1.95	2.08	-1.85	2.17	4.02	0.00779	0.103	1.96	-2.07
"262"	"SLC25A10"	"Q9UBX3"	0.370820471365565	0.0589489690508905	0.370820471365567	0.00982280576724888	0.999999999999997	0.00982280576724895	0.911	0.279	0.835	1	0.66	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.943	-2.09	0.943	-3.04	-3.55e-15	3.04	-0.052	-0.995	2.04	-0.995
"263"	"SLC25A13"	"Q9UJS0"	0.119752281901465	0.0377116817528959	0.0521139687839518	0.00141055033157227	0.649929076824368	0.00056595562146206	0.865	0.184	0.701	1	0.474	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1.96	-2.71	2.5	-4.66	0.548	5.21	0.438	-1.52	3.14	-2.06
"264"	"SLC25A22"	"Q9H936"	0.671436979418756	0.357383708410894	0.121163054879177	0.187542756628516	0.244122095892249	0.0207343822656644	0.929	0.731	0.766	1	0.121	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.618	-1.36	2.35	-1.97	1.73	3.71	0.403	-0.215	1.76	-1.95
"265"	"SLC25A6"	"P12236"	0.419383627579972	0.785077383463037	0.120261430162495	0.285584416553168	0.425264589854762	0.0736599894231033	0.915	0.854	0.766	1	0.276	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.498	-0.166	0.989	-0.664	0.491	1.16	0.33	-0.168	0.497	-0.659
"266"	"SNRNP40"	"Q96DI7"	0.220038361288372	0.731122898712191	0.844450255902611	0.124274200284203	0.29683139069712	0.590650479154047	0.892	0.845	0.877	1	0.163	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-1.66	0.452	-0.258	2.11	1.4	-0.71	-0.365	1.29	-0.818	-0.107
"267"	"SNRPB"	"P14678-2"	0.839638435073231	0.408782413487086	0.418934349141185	0.307995170111331	0.541051957509171	0.113999610497237	0.936	0.756	0.842	1	0.386	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-0.318	1.32	-1.29	1.63	-0.968	-2.6	-0.0724	0.246	-1.39	1.21
"268"	"SNRPD1"	"P62314"	0.576156324199691	0.0917245930495574	0.87921294388024	0.0317426487500224	0.682612845680658	0.0694671362121941	0.925	0.393	0.879	1	0.498	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-0.526	1.66	-0.142	2.19	0.384	-1.8	0.248	0.774	-1.41	0.39
"269"	"SNRPD2"	"P62316"	0.211921356705559	0.246070210956736	0.323544444558628	0.0243675679722564	0.78028491369202	0.0420844916076079	0.89	0.651	0.827	1	0.559	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-1.6	1.48	-1.25	3.07	0.347	-2.73	-0.342	1.25	-1.82	0.907
"270"	"SNRPD3"	"P62318-2"	0.0504343995247213	0.328260046336045	0.10309109476129	0.279688661474028	0.698987649543931	0.477756346514411	0.817	0.714	0.755	1	0.509	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-2.09	-0.992	-1.71	1.1	0.387	-0.714	-1.2	0.895	-0.206	0.509
"271"	"SNRPE"	"P62304"	0.0726847850951564	0.473030836663192	0.399481859433985	0.0178715753763194	0.302788394840265	0.130225810073953	0.839	0.782	0.839	1	0.168	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-2.14	0.815	-0.96	2.96	1.18	-1.78	-0.572	1.57	-1.39	0.388
"272"	"SPATA7"	"Q9P0W8-3"	0.979716674283313	0.392120087577209	0.550738991010435	0.405798464869323	0.534221830362812	0.157018510219957	0.94	0.749	0.856	1	0.38	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-0.0803	-2.74	1.9	-2.66	1.98	4.63	-0.231	-0.15	2.51	-2.13
"273"	"SSBP1"	"Q04837"	0.926438422661573	0.515544967001192	0.803567173060527	0.459183172708057	0.875560042658019	0.372751589707398	0.939	0.796	0.875	1	0.609	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.135	-0.955	0.363	-1.09	0.228	1.32	-0.114	-0.249	0.841	-0.477
"274"	"SSR4"	"P51571"	0.281437331200011	0.303551952879704	0.0586738602130582	0.0458519743906612	0.365284481124582	0.00733649571054664	0.901	0.698	0.711	1	0.216	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1.21	-1.15	2.22	-2.36	1.01	3.37	0.568	-0.64	1.72	-1.65
"275"	"TINAGL1"	"Q9GZM7-3"	0.751626562482185	0.996847393819936	0.0961718498914874	0.754611066985256	0.166392575572781	0.0968550846177666	0.933	0.88	0.75	1	0.0621	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.217	0.0027	1.2	-0.214	0.979	1.19	0.354	0.137	0.351	-0.842
"276"	"TMEM33"	"P57088"	0.445405471472555	0.0543100348638955	0.445405471472558	0.0118726750576794	0.999999999999995	0.0118726750576795	0.917	0.26	0.845	1	0.66	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.426	-1.14	0.426	-1.56	-3.55e-15	1.56	-0.0715	-0.497	1.07	-0.497
"277"	"TSG101"	"Q99816"	0.109894882852539	0.45773696843713	0.0283820100734613	0.0267785516605602	0.475279920090645	0.00625694400134515	0.861	0.776	0.646	1	0.325	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2.4	-1.07	3.43	-3.47	1.03	4.5	1.19	-1.21	2.26	-2.24
"278"	"TTLL11"	"Q8NHH1-2"	0.517137814589027	0.601683318989166	0.921728277458102	0.898074747543131	0.581373905609018	0.670915703340345	0.922	0.819	0.882	1	0.421	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-1.35	-1.09	-0.204	0.266	1.15	0.884	-0.661	0.692	0.426	-0.457
"279"	"TUBA1A"	"Q71U36-2"	0.0369194154082831	0.801106756693067	0.0161189810593511	0.0224818216372058	0.676542188816516	0.00967549943527096	0.796	0.856	0.588	1	0.494	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2.36	-0.264	2.8	-2.63	0.438	3.07	1.23	-1.14	1.49	-1.58
"280"	"TUBA1B"	"P68363"	0.0186935573635617	0.296279227219691	0.00243742042127589	0.00213909817296187	0.325210303851883	0.000289930235345192	0.742	0.693	0.384	1	0.186	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1.08	-0.442	1.5	-1.52	0.416	1.94	0.534	-0.548	0.977	-0.963
"281"	"TUBAL3"	"A6NHL2-2"	0.254261038307153	0.328170886131309	0.237397979812856	0.044690369529264	0.964451601208914	0.0410174397821625	0.897	0.714	0.81	1	0.647	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1.29	-1.1	1.34	-2.4	0.0494	2.45	0.384	-0.911	1.49	-0.96
"282"	"TUBB"	"P07437"	0.00303922907841162	0.221710609204546	0.00131009572154341	0.000247236077194746	0.679872074026903	0.000112240958673397	0.535	0.626	0.331	1	0.496	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1.31	-0.471	1.47	-1.78	0.155	1.94	0.577	-0.735	1.05	-0.89
"283"	"TUBB4B"	"P68371"	0.00881151690317328	0.533763482141797	0.00200921697421834	0.00245011790198393	0.473150612083156	0.000569640609156616	0.668	0.801	0.368	1	0.323	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1.21	-0.255	1.51	-1.47	0.295	1.76	0.616	-0.596	0.871	-0.891
"284"	"TUBB6"	"Q9BUF5"	0.0199271779856045	0.804402690985174	0.0227909698598692	0.0120977631768621	0.946286960741631	0.0138640720184035	0.748	0.857	0.624	1	0.639	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3.45	-0.332	3.36	-3.78	-0.0903	3.69	1.62	-1.83	1.95	-1.74
"285"	"TUBG1"	"P23258"	0.472477771767479	0.196922337148105	0.0907803421898248	0.0547880979422627	0.299947177979577	0.00669945462384951	0.919	0.597	0.745	1	0.166	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1.15	-2.1	2.82	-3.25	1.67	4.92	0.466	-0.682	2.57	-2.35
"286"	"U2AF1"	"P0DN76"	0.657488760650472	0.481939055543323	0.425076551524273	0.791628088716105	0.223012334741453	0.144636312783798	0.929	0.785	0.842	1	0.104	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-0.392	-0.625	0.71	-0.233	1.1	1.33	-0.0765	0.315	0.548	-0.787
"287"	"U2AF2"	"P26368-2"	0.193556486704021	0.410704205512448	0.393749543189277	0.043727917722234	0.635069528003415	0.105719639376959	0.887	0.757	0.838	1	0.463	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1.52	-0.945	0.98	-2.47	-0.541	1.93	0.389	-1.13	1.33	-0.591
"288"	"UBA52"	"RS27A_HUMAN"	0.197870948892656	0.706033459978527	0.40844471974217	0.350311829043389	0.625557613172303	0.647660972703613	0.888	0.841	0.84	1	0.456	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2.03	0.58	1.28	-1.45	-0.752	0.703	0.975	-1.06	0.395	-0.309
"289"	"UQCRC2"	"P22695"	0.33697253948256	0.523817509810663	0.150854291325414	0.738779034872498	0.60813091126664	0.401692500839389	0.908	0.798	0.781	1	0.442	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1.44	0.948	2.2	-0.493	0.76	1.25	1.15	-0.293	0.2	-1.05
"290"	"VPS28"	"Q9UK41"	0.0602152721533354	0.378944709085584	0.0462752630178213	0.276098939986842	0.88957136834101	0.223066142156597	0.828	0.742	0.691	1	0.615	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3.08	1.37	3.3	-1.71	0.214	1.92	1.94	-1.15	0.566	-1.36
"291"	"VPS37B"	"Q9H9H4"	0.229978047466009	0.590772542926907	0.138324214543676	0.0923234941265822	0.756707577136044	0.0519654444920183	0.894	0.816	0.775	1	0.546	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1.43	-0.626	1.79	-2.05	0.36	2.41	0.647	-0.781	1.27	-1.14
"292"	"YBX1"	"P67809"	0.00170087556684832	0.209442370546257	0.00217177429329506	0.000133753640026563	0.904328760378206	0.000168098353612407	0.452	0.612	0.374	1	0.622	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-3.91	1.33	-3.78	5.24	0.124	-5.12	-1.59	2.32	-2.92	2.19
"293"	"YBX3"	"P16989-2"	0.00503425934419794	0.999999999999997	0.0117868102432021	0.00503425934419789	0.677383292887816	0.011786810243202	0.602	0.88	0.554	1	0.494	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-3.29	3.55e-15	-2.87	3.29	0.422	-2.87	-1.54	1.75	-1.54	1.33
